,item0 - SUPPR_NoItem,item0 - JGB_NoItem,item0 - JGB_ControlWard,item1 - JGB_ControlWard,level - JGR_0to3,wardsPlaced - JGB
5489,False,False,False,False,False,True
5490,False,False,True,False,False,True
5491,False,False,False,False,False,False
5492,False,False,False,True,False,False
5493,False,False,False,False,False,True
5494,False,False,False,False,False,False
5495,False,False,False,False,False,False
5496,False,False,False,True,False,True
5497,False,False,False,False,False,False
5498,True,True,False,False,True,False
5499,False,False,False,False,True,True
5500,False,False,False,False,True,True
5501,False,True,False,False,False,False
5502,False,False,False,False,True,True
5503,False,False,False,False,True,False
5504,False,False,False,False,False,False
5505,False,False,True,False,False,False
5506,False,False,True,False,False,False
5507,False,False,False,False,False,False
5508,False,False,False,False,False,False
5509,True,True,False,False,True,False
5510,False,False,False,False,True,False
5511,False,False,False,False,True,False
5512,False,False,True,False,False,True
5513,False,False,False,False,True,False
5514,False,False,False,False,False,False
5515,False,False,False,True,False,True
5516,False,False,False,False,False,False
5517,False,False,False,False,False,False
5518,False,False,False,True,False,True
5519,False,False,False,True,False,True
5520,False,False,False,True,False,False
5521,False,True,False,False,False,False
5522,False,True,False,False,False,False
5523,False,True,False,False,False,False
5524,False,True,False,False,False,False
5525,False,False,True,False,False,True
5526,False,True,False,False,False,False
5527,False,False,True,False,False,False
5528,False,False,True,False,False,True
5529,False,True,False,False,False,True
5530,False,False,True,False,False,True
5531,False,True,False,False,False,False
5532,False,False,True,False,False,True
5533,False,False,True,False,False,True
5534,False,True,False,False,False,True
5535,False,False,True,False,False,False
5536,False,True,False,False,False,True
5537,False,True,False,False,False,False
5538,False,True,False,False,False,False
5539,False,True,False,False,False,True
5540,False,True,False,False,False,False
5541,False,True,False,False,False,True
5542,False,True,False,False,False,True
5543,False,True,False,False,False,False
5544,True,True,False,False,True,True
5545,False,True,False,False,False,False
5546,False,False,False,False,True,False
5547,False,False,False,False,True,True
5548,False,False,False,True,True,False
5549,False,False,False,False,False,True
5550,False,False,False,False,False,False
5551,False,False,False,False,False,True
5552,False,False,False,False,False,True
5553,False,False,False,False,False,False
5554,False,False,False,False,False,True
5555,False,False,False,True,False,False
5556,False,False,True,False,False,True
5557,False,True,False,False,False,True
5558,False,False,True,False,False,False
5559,False,False,False,True,False,False
5560,False,False,False,False,False,False
5561,False,False,False,False,False,True
5562,False,False,False,False,False,False
5563,False,False,False,False,False,True
5564,False,False,False,False,False,True
5565,False,True,False,False,False,False
5566,False,True,False,False,False,False
5567,False,True,False,False,False,False
5568,False,True,False,False,False,False
5569,False,False,True,False,False,True
5570,False,False,True,False,False,False
5571,False,True,False,False,False,False
5572,False,True,False,False,False,True
5573,False,True,False,False,False,False
5574,False,True,False,False,False,False
5575,False,True,False,False,False,False
5576,False,True,False,False,False,False
5577,False,True,False,False,False,False
5578,False,True,False,False,False,True
5579,False,True,False,False,False,False
5580,False,True,False,False,False,False
5581,False,True,False,False,False,False
5582,True,True,False,False,True,True
5583,False,False,False,False,True,False
5584,False,False,False,False,True,True
5585,False,False,False,False,True,True
5586,False,False,False,False,False,False
5587,False,False,False,False,False,True
5588,False,False,False,False,False,True
5589,False,False,False,False,False,True
5590,False,False,False,False,False,False
5591,False,False,True,False,False,False
5592,False,False,False,False,False,False
5593,False,False,True,False,False,True
5594,False,False,True,False,False,False
5595,False,False,True,False,False,False
5596,False,False,True,False,False,False
5597,False,False,False,False,False,True
5598,False,False,False,False,False,False
5599,False,False,False,False,False,False
5600,False,False,False,True,False,False
5601,False,False,False,False,False,False
5602,False,True,False,False,False,False
5603,False,False,True,False,False,False
5604,False,True,False,False,False,True
5605,False,True,False,False,False,False
5606,False,False,True,False,False,False
5607,False,False,True,False,False,True
5608,False,False,True,False,False,False
5609,False,True,False,False,False,True
5610,False,True,False,False,False,False
5611,False,True,False,False,False,True
5612,True,True,False,False,True,False
5613,False,True,False,False,False,False
5614,False,False,False,False,True,False
5615,False,False,False,False,True,False
5616,False,False,False,False,True,True
5617,False,False,False,False,True,True
5618,False,False,False,True,True,False
5619,False,False,False,False,True,True
5620,False,False,False,False,False,True
5621,False,False,False,True,False,False
5622,False,False,False,True,False,False
5623,False,False,True,False,False,False
5624,False,False,True,False,False,False
5625,False,False,True,False,False,False
5626,False,True,False,False,False,False
5627,False,True,False,False,False,False
5628,False,True,False,False,False,True
5629,False,False,True,False,False,False
5630,False,False,True,False,False,False
5631,False,False,True,False,False,True
5632,False,True,False,False,False,False
5633,False,True,False,False,False,False
5634,False,True,False,False,False,False
5635,False,True,False,False,False,False
5636,False,True,False,False,False,True
5637,False,True,False,False,False,False
5638,False,False,True,False,False,False
5639,False,True,False,False,False,False
5640,False,True,False,False,False,True
5641,False,True,False,False,False,True
5642,False,True,False,False,False,False
5643,False,True,False,False,False,False
5644,False,True,False,False,False,True
5645,False,False,True,False,False,False
5646,False,False,True,False,False,True
5647,False,True,False,False,False,False
5648,False,True,False,False,False,True
5649,False,True,False,False,False,False
5650,False,True,False,False,False,True
5651,True,True,False,False,True,False
5652,False,False,False,False,True,False
5653,False,False,False,False,True,True
5654,False,False,False,False,True,True
5655,False,False,False,False,True,False
5656,False,False,True,False,False,True
5657,False,False,True,False,False,False
5658,False,False,True,False,False,False
5659,False,False,False,False,False,False
5660,False,False,False,False,False,False
5661,False,False,False,False,False,True
5662,False,False,False,True,False,False
5663,False,False,False,True,False,False
5664,False,False,False,True,False,False
5665,False,False,False,True,False,False
5666,False,False,False,True,False,True
5667,False,False,False,True,False,False
5668,False,True,False,False,False,False
5669,False,False,True,False,False,True
5670,False,False,False,False,False,False
5671,False,False,False,False,False,False
5672,False,True,False,False,False,False
5673,False,True,False,False,False,False
5674,False,True,False,False,False,False
5675,False,True,False,False,False,True
5676,False,True,False,False,False,False
5677,False,False,True,False,False,False
5678,False,True,False,False,False,True
5679,False,True,False,False,False,False
5680,False,True,False,False,False,False
5681,False,True,False,False,False,True
5682,False,False,True,False,False,True
5683,True,True,False,False,True,False
5684,False,False,False,False,True,True
5685,False,False,False,False,True,True
5686,False,False,False,False,True,False
5687,False,False,False,False,False,False
5688,False,False,False,False,False,True
5689,False,False,False,True,False,False
